Entry	Gene names	Subcellular location [CC]
Q8IVW1	ARL17A ARL17P1; ARL17B ARF1P2 ARL17A PRO2667	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250}.
Q9C0J9	BHLHE41 BHLHB3 DEC2 SHARP1	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00380, ECO:0000255|PROSITE-ProRule:PRU00981}.
P54922	ADPRH ARH1	
P51679	CCR4 CMKBR4	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q00975	CACNA1B CACH5 CACNL1A5	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q5BKX5	C19orf54	
Q9Y2D0	CA5B	SUBCELLULAR LOCATION: Mitochondrion.
P22914	CRYGS CRYG8	
Q99467	CD180 LY64 RP105	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.
P28906	CD34	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q5TGY3	AHDC1	
Q9UFG5	C19orf25	
Q13283	G3BP1 G3BP	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20180778, ECO:0000269|PubMed:30510222}. Perikaryon {ECO:0000250|UniProtKB:P97855}. Cytoplasm, Stress granule {ECO:0000269|PubMed:12642610, ECO:0000269|PubMed:17210633, ECO:0000269|PubMed:20180778, ECO:0000269|PubMed:23953116, ECO:0000269|PubMed:30404792}. Nucleus {ECO:0000269|PubMed:11604510}. Note=Cytoplasmic in proliferating cells (PubMed:11604510). Cytosolic and partially nuclear in resting cells (PubMed:11604510). Recruited to stress granules in response to arsenite treatment (PubMed:12642610, PubMed:20180778). The unphosphorylated form is recruited to stress granules (PubMed:12642610). HRAS signaling contributes to this process by regulating G3BP dephosphorylation (PubMed:12642610). {ECO:0000269|PubMed:11604510, ECO:0000269|PubMed:12642610, ECO:0000269|PubMed:20180778}.
A0A0U1RQE8	GLYATL1B	
Q96G46	DUS3L	
Q9UJM3	ERRFI1 MIG6	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7641805}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Nucleus {ECO:0000250}. Note=Associated with the plasma membrane of basal skin keratinocytes. Translocates into the nucleus of differentiating suprabasal keratinocytes (By similarity). {ECO:0000250}.
Q8IVH2	FOXP4 FKHLA	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00089}.
A1L3X0	ELOVL7	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03207, ECO:0000269|PubMed:20937905}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03207}.
Q99819	ARHGDIG	SUBCELLULAR LOCATION: Cytoplasm.
Q14241	ELOA TCEB3 MSTP059	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
O95834	EML2 EMAP2 EMAPL2	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11694528}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:11694528}. Note=Colocalizes with the microtubule cytoskeleton. Colocalizes with the mitotic spindle.
Q9NXN4	GDAP2	
Q9UHW5	GPN3 ATPBD1C AD-009 UNQ1876/PRO4319	
Q8TD57	DNAH3 DNAHC3B	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000305}.
P00374	DHFR	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P00375}. Cytoplasm {ECO:0000250|UniProtKB:P00375}.
Q8WVC6	DCAKD	
Q9UHG0	DCDC2 KIAA1154 RU2	SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:25601850, ECO:0000269|PubMed:27319779}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000269|PubMed:25557784, ECO:0000269|PubMed:27319779}. Cell projection, kinocilium {ECO:0000250|UniProtKB:D3ZR10}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:D3ZR10}. Note=Localizes to the ciliary axoneme and to mitotic spindle fibers in a cell-cycle-dependent manner. {ECO:0000269|PubMed:25557784}.
P54851	EMP2 XMP	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:O88662}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:12107182, ECO:0000269|PubMed:21637765}. Apical cell membrane {ECO:0000250|UniProtKB:O88662}. Membrane raft {ECO:0000269|PubMed:21637765}. Cytoplasm {ECO:0000269|PubMed:21637765}. Nucleus {ECO:0000250|UniProtKB:Q66HH2}. Note=Localizes in cytoplasm, foot processes and cell bodies of podocytes and nucleus of endothelial cells of kidney. Localizes to the apical cell surface in the luminal epithelium and glandular epithelium. Colocalized with ITGB1 and GPI-anchor proteins on plasma membrane. {ECO:0000250|UniProtKB:O88662, ECO:0000250|UniProtKB:Q66HH2}.
Q9HCM4	EPB41L5 KIAA1548	SUBCELLULAR LOCATION: Cytoplasm. Cell junction, adherens junction. Note=Associated with the plasma membrane. Colocalizes with CTNNB1, an adherens junction marker (By similarity). {ECO:0000250}.
Q9UJY5	GGA1	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:15886016}; Peripheral membrane protein. Endosome membrane {ECO:0000269|PubMed:15886016}; Peripheral membrane protein. Early endosome membrane {ECO:0000269|PubMed:15886016}; Peripheral membrane protein {ECO:0000305}.
Q56P03	EAPP C14orf11 BM-036	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
O42043	ERVK-18	SUBCELLULAR LOCATION: [Transmembrane protein]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: [Surface protein]: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=The surface protein is not anchored to the membrane, but localizes to the extracellular surface through its binding to TM. {ECO:0000250}.; SUBCELLULAR LOCATION: [Endogenous retrovirus group K member 18 Env polyprotein]: Virion {ECO:0000250}.
Q9H0I2	ENKD1 C16orf48 UNQ6410/PRO21183	
Q8NEC5	CATSPER1	SUBCELLULAR LOCATION: Cell projection, cilium, flagellum membrane {ECO:0000269|PubMed:16625279}; Multi-pass membrane protein {ECO:0000269|PubMed:16625279}. Note=Specifically located in the principal piece of sperm tail.
Q4G0N0	GGTA1P GGTA1	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
P0CF75	EBLN1	
A6NK44	GLOD5	
P11926	ODC1	
Q03111	MLLT1 ENL LTG19 YEATS1	SUBCELLULAR LOCATION: Nucleus.
P0DO92	CDIPTOSP CDIPT-AS1 T-ENOL	
Q86YR5	GPSM1 AGS3	SUBCELLULAR LOCATION: Cytoplasm, cytosol. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side. Cell membrane; Peripheral membrane protein; Cytoplasmic side.
Q6ZPD9	DPY19L3	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P09681	GIP	SUBCELLULAR LOCATION: Secreted.
Q8WUU5	GATAD1 ODAG	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21965549}.
Q8IX95	CTAGE3P CTAGE3	
O60716	CTNND1 KIAA0384	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15240885, ECO:0000269|PubMed:17047063}. Nucleus {ECO:0000269|PubMed:11896187, ECO:0000269|PubMed:17115030}. Cell membrane {ECO:0000269|PubMed:15240885, ECO:0000269|PubMed:17047063}. Note=Interaction with GLIS2 promotes nuclear translocation (By similarity). Detected at cell-cell contacts (PubMed:15240885, PubMed:17047063). NANOS1 induces its translocation from sites of cell-cell contact to the cytoplasm (PubMed:17047063). CDH1 enhances cell membrane localization (PubMed:15240885). Isoforms 4A and 1AB are excluded from the nucleus (PubMed:11896187). {ECO:0000250|UniProtKB:P30999, ECO:0000269|PubMed:11896187, ECO:0000269|PubMed:15240885, ECO:0000269|PubMed:17047063}.; SUBCELLULAR LOCATION: [Isoform 1A]: Nucleus {ECO:0000269|PubMed:11896187}.; SUBCELLULAR LOCATION: [Isoform 2A]: Nucleus {ECO:0000269|PubMed:11896187}.; SUBCELLULAR LOCATION: [Isoform 3A]: Nucleus {ECO:0000269|PubMed:11896187}.
Q8N7U6	EFHB	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:30481768}.
O95377	GJB5	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, gap junction.
P36382	GJA5	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, gap junction.
Q86SQ9	DHDDS HDS	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14652022}; Peripheral membrane protein {ECO:0000269|PubMed:14652022}. Note=colocalizes with calnexin.
P00367	GLUD1 GLUD	SUBCELLULAR LOCATION: Mitochondrion matrix.
P04201	MAS1 MAS	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16611642}; Multi-pass membrane protein {ECO:0000269|PubMed:16611642}.
Q9P267	MBD5 KIAA1461	SUBCELLULAR LOCATION: [Isoform 1]: Nucleus. Chromosome. Note=Associated with pericentric heterochromatin.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus. Note=Not associated with pericentric heterochromatin.
Q5U623	ATF7IP2 MCAF2	SUBCELLULAR LOCATION: Nucleus.
A6NJ69	IGIP C5orf53	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q5TIA1	MEI1	
O75054	IGSF3 EWI3 KIAA0466	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q6ZVL6	KIAA1549L C11orf41 C11orf69	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
O75146	HIP1R HIP12 KIAA0655	SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Endomembrane system. Cytoplasmic vesicle, clathrin-coated vesicle membrane. Note=Membrane-associated protein, mainly localized at the endocytic compartments and in the perinuclear region.
Q9Y3M2	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:16424001}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:27528616, ECO:0000269|PubMed:30395363}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:27528616}. Golgi apparatus. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:16424001}.
A6NGH7	CCDC160	
P78348	ASIC1 ACCN2 BNAC2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12578970, ECO:0000269|PubMed:21036899, ECO:0000269|PubMed:22760635}; Multi-pass membrane protein {ECO:0000269|PubMed:12578970, ECO:0000269|PubMed:21036899, ECO:0000269|PubMed:22760635}. Note=Localizes in synaptosomes at dendritic synapses of neurons. Colocalizes with DLG4 (By similarity). {ECO:0000250}.
Q9Y2D8	SSX2IP KIAA0923	SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000250}. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:23816619, ECO:0000269|PubMed:24356449}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:24356449}. Note=Not found at cell-matrix AJs. {ECO:0000250}.
Q8TED9	AFAP1L1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21333378}. Cell projection, podosome {ECO:0000269|PubMed:21333378}. Cell projection, invadopodium {ECO:0000269|PubMed:21333378}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:21333378}.
O96020	CCNE2	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9840943}.
Q07092	COL16A1 FP1572	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:9022684}.
Q8IZF6	ADGRG4 GPR112	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q15131	CDK10	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:27104747}.
Q96B33	CLDN23	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P30622	CLIP1 CYLN1 RSN	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:17889670, ECO:0000269|PubMed:21646404}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:12433698}; Peripheral membrane protein; Cytoplasmic side. Cell projection, ruffle {ECO:0000269|PubMed:12433698}. Note=Localizes to microtubule plus ends (PubMed:21646404, PubMed:17889670). Localizes preferentially to the ends of tyrosinated microtubules (By similarity). Accumulates in plasma membrane regions with ruffling and protrusions. Associates with the membranes of intermediate macropinocytic vesicles (PubMed:12433698). {ECO:0000250|UniProtKB:Q922J3, ECO:0000269|PubMed:12433698, ECO:0000269|PubMed:17889670, ECO:0000269|PubMed:21646404}.
Q6UXG3	CD300LG CLM9 TREM4 UNQ422/PRO846	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q1ERP8}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q1ERP8}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q1ERP8}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q1ERP8}. Endosome, multivesicular body membrane {ECO:0000250|UniProtKB:Q1ERP8}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q1ERP8}. Note=Transcytoses across the cytoplasm. {ECO:0000250|UniProtKB:Q1ERP8}.
O95782	AP2A1 ADTAA CLAPA1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16262731}. Membrane, coated pit {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=AP-2 appears to be excluded from internalizing CCVs and to disengage from sites of endocytosis seconds before internalization of the nascent CCV. {ECO:0000250}.
P28566	HTR1E	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14744596, ECO:0000269|PubMed:1513320, ECO:0000269|PubMed:1608964, ECO:0000269|PubMed:1733778, ECO:0000269|PubMed:21422162}; Multi-pass membrane protein {ECO:0000269|PubMed:14744596, ECO:0000269|PubMed:1513320, ECO:0000269|PubMed:1608964, ECO:0000269|PubMed:1733778, ECO:0000269|PubMed:21422162}.
P20073	ANXA7 ANX7 SNX OK/SW-cl.95	
Q86SX6	GLRX5 C14orf87	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:20364084}.
A6NNS2	DHRS7C SDR32C2	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P35638	DDIT3 CHOP CHOP10 GADD153	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:29083303}. Nucleus {ECO:0000269|PubMed:29083303}. Note=Present in the cytoplasm under non-stressed conditions and ER stress leads to its nuclear accumulation.
Q13642	FHL1 SLIM1	SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm. Nucleus.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus. Cytoplasm, cytosol. Note=Predominantly nuclear in myoblasts but is cytosolic in differentiated myotubes.
B3EWG5	FAM25C	
O95786	DDX58	SUBCELLULAR LOCATION: Cytoplasm. Cell projection, ruffle membrane. Cytoplasm, cytoskeleton. Cell junction, tight junction. Note=Colocalized with TRIM25 at cytoplasmic perinuclear bodies. Associated with the actin cytoskeleton at membrane ruffles.
Q8N461	FBXL16 C16orf22 FBL16	
Q9H469	FBXL15 FBXO37	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21572392}.
Q8NHQ9	DDX55 KIAA1595	
Q9BVV8	FAM174C C19orf24	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
A8MVW0	FAM171A2	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
P51114	FXR1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7781595}.
A6NFU0	FAM187A	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
A6NE01	FAM186A	
Q96PV7	FAM193B IRIZIO KIAA1931	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21177767}. Nucleus {ECO:0000269|PubMed:21177767}. Note=Partly colocalized with an endoplasmic reticulum marker, HSP90B1. Shuttles between nucleus and cytoplasm.
Q8TCP9	FAM200A C7orf38	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q6ZU69	FAM205A C9orf144B	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P78312	FAM193A C4orf8 RES4-22	
O60353	FZD6	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q61089}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q61089}; Multi-pass membrane protein {ECO:0000255}. Cell surface {ECO:0000250|UniProtKB:Q61089}. Apical cell membrane; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q61089}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q61089}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with FZD3 at the apical face of cells (By similarity). Localizes to the endoplasmic reticulum membrane in the presence of LMBR1L (By similarity). {ECO:0000250|UniProtKB:Q61089}.
Q9H6D8	FNDC4 FRCP1 UNQ6389/PRO21134	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Secreted {ECO:0000250|UniProtKB:Q3TR08}. Note=The N-terminus is probably cleaved to release a secreted extracellular portion of the protein. {ECO:0000250|UniProtKB:Q3TR08}.
B9A014	FAM243A C21orf140	
A0A1B0GVK7	FAM240A	
O75084	FZD7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:27386966}; Multi-pass membrane protein {ECO:0000269|PubMed:27386966}. Endosome membrane {ECO:0000269|PubMed:27386966}; Multi-pass membrane protein {ECO:0000269|PubMed:27386966}. Note=Associated to the plasma membrane in the presence of FZD7 and phosphatidylinositol 4,5-bisphosphate (PIP2). Localized in recycling endosomes in other conditions. {ECO:0000269|PubMed:27386966}.
Q14318	FKBP8 FKBP38	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16176796}. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion membrane {ECO:0000269|PubMed:12510191, ECO:0000269|PubMed:18385096}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion membrane {ECO:0000269|PubMed:18385096}; Single-pass membrane protein; Cytoplasmic side {ECO:0000305}.
A4D161	FAM221A C7orf46	
P0CJ88	DUX4L5	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.
O95620	DUS4L	
P28562	DUSP1 CL100 MKP1 PTPN10 VH1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q91790}.
Q8NEG4	FAM83F	
P12259	F5	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q9NZY2	FAM30A C14orf110 KIAA0125 HSPC053	
Q96IK5	GMCL1 GCL	SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000250}.
P16930	FAH	
P00740	F9	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:19846852, ECO:0000269|PubMed:2592373, ECO:0000269|PubMed:3857619, ECO:0000269|PubMed:8295821, ECO:0000269|PubMed:9169594}.
Q9BUM1	G6PC3 UGRP	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:13129915}; Multi-pass membrane protein {ECO:0000269|PubMed:13129915}.
Q6V0I7	FAT4 CDHF14 FATJ Nbla00548	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=In the kidney, localizes to primary cilia. {ECO:0000250}.
Q04609	FOLH1 FOLH NAALAD1 PSM PSMA GIG27	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9809977}; Single-pass type II membrane protein {ECO:0000269|PubMed:9809977}.; SUBCELLULAR LOCATION: [Isoform PSMA']: Cytoplasm {ECO:0000269|PubMed:9809977}.
Q9H6A0	DENND2D	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23182661}.
P55317	FOXA1 HNF3A TCF3A	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00089, ECO:0000269|PubMed:15987773, ECO:0000269|PubMed:16331276}.
Q56NI9	ESCO2	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15958495, ECO:0000269|PubMed:19907496}. Chromosome {ECO:0000269|PubMed:15958495, ECO:0000269|PubMed:19907496}. Note=Nuclear in interphase cells, excluded from chromosomes during metaphase but reassociates with chromosomes in telophase. {ECO:0000269|PubMed:15958495}.
Q9NXB9	ELOVL2 ELG3 SSC2	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03202, ECO:0000269|PubMed:20937905}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03202}.
O95163	ELP1 IKAP IKBKAP	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11714725, ECO:0000269|PubMed:11818576, ECO:0000269|PubMed:22854966}. Nucleus {ECO:0000269|PubMed:11714725, ECO:0000269|PubMed:11818576}.
Q5VU92	DCAF12L1 WDR40B	
Q9P2K8	EIF2AK4 GCN2 KIAA1338	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9QZ05}.
Q86XF0	DHFR2 DHFRL1 DHFRP4	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:21876184, ECO:0000269|PubMed:21876188}. Mitochondrion matrix {ECO:0000269|PubMed:21876188}. Mitochondrion inner membrane {ECO:0000269|PubMed:21876188}.
O43491	EPB41L2	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000269|PubMed:23870127}. Cell membrane {ECO:0000269|PubMed:22361696}.
O15075	DCLK1 DCAMKL1 DCDC3A KIAA0369	
P13804	ETFA	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}.
Q8TF63	DCANP1 C5orf20 DCNP1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11798177, ECO:0000269|PubMed:20693543}. Cytoplasm {ECO:0000269|PubMed:20693543}. Note=Particularly on the periphery. Colocalizes with corticotropin-releasing hormone (CRH) in parvocellular neurons in the paraventricular nucleus. {ECO:0000269|PubMed:20693543}.
Q9BTE7	DCUN1D5	
Q8IZD4	DCP1B	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15067023}. Nucleus {ECO:0000250}.
Q86XM0	CATSPERD TMEM146	SUBCELLULAR LOCATION: Cell projection, cilium, flagellum membrane {ECO:0000250|UniProtKB:E9Q9F6}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:E9Q9F6}. Note=Specifically located in the principal piece of sperm tail. {ECO:0000250|UniProtKB:E9Q9F6}.
Q05639	EEF1A2 EEF1AL STN	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q96C86	DCPS DCS1 HINT5 HSPC015	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Predominantly localized in the nucleus. Nucleocytoplasmic shuttling protein that can transiently enter the cytoplasm in mammalian cells in a XPO1/CRM1-dependent manner.
Q07507	DPT	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.
Q96SD1	DCLRE1C ARTEMIS ASCID SCIDA SNM1C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12055248, ECO:0000269|PubMed:15071507}.
